"latitude","longitude","count"
"30.2633","-81.5539","367"
"30.3268","-81.5547","109"
"39.2999","-81.5558","15"
"35.8998","-81.5604","1"
"30.1924","-81.5648","67"
"41.5009","-81.5653","63"
"40.0072","-81.5745","3"
"30.7474","-81.5762","18"
"41.4833","-81.5913","1"
"31.8346","-81.5982","8"
"41.5107","-81.6026","27"
"28.3433","-81.6097","167"
"41.0129","-81.6110","7"
"41.5090","-81.6119","1"
"27.9542","-81.6141","58"
"41.3992","-81.6238","332"
"28.4732","-81.6241","196"
"38.3541","-81.6270","89"
"28.2342","-81.6410","171"
"36.2186","-81.6622","32"
"28.8173","-81.6693","157"
"30.3147","-81.6809","47"
"35.7461","-81.6871","82"
"38.3188","-81.7130","114"
"30.0982","-81.7146","49"
"35.0814","-81.7155","1"
"33.5103","-81.7175","9"
"25.9218","-81.7256","28"
"41.4842","-81.7303","20"
"28.5368","-81.7323","521"
"30.1855","-81.7359","95"
"28.0438","-81.7365","80"
"41.4263","-81.7375","33"
"26.1185","-81.7581","19"
"24.5699","-81.7628","7"
"32.4341","-81.7637","24"
"26.2171","-81.7718","106"
"28.8254","-81.7847","69"
"26.4842","-81.7935","88"
"26.1709","-81.8000","13"
"26.2529","-81.8004","36"
"24.5565","-81.8040","2"
"26.2523","-81.8049","66"
"38.4067","-81.8055","38"
"26.3716","-81.8077","40"
"41.3095","-81.8220","132"
"30.1946","-81.8320","64"
"41.2458","-81.8397","10"
"41.4579","-81.8605","33"
"26.6043","-81.8672","20"
"41.1547","-81.8677","28"
"26.5495","-81.8682","136"
"34.9697","-81.8892","31"
"35.3331","-81.8930","2"
"26.6857","-81.9038","52"
"38.4520","-81.9302","11"
"26.6111","-81.9377","69"
"40.8485","-81.9482","9"
"41.4609","-81.9529","94"
"36.7185","-81.9538","35"
"28.9081","-81.9749","6"
"28.0887","-81.9780","220"
"28.0003","-81.9814","284"
"41.3771","-81.9865","8"
"34.9449","-82.0008","71"
"33.5248","-82.0180","130"
"39.9868","-82.0283","10"
"37.8569","-82.0423","14"
"39.3367","-82.0662","3"
"33.4879","-82.0774","70"
"41.4207","-82.0787","18"
"39.3284","-82.1010","1"
"33.5353","-82.1101","138"
"41.3949","-82.1112","1"
"29.1874","-82.1120","4"
"27.9903","-82.1231","13"
"36.6284","-82.1308","36"
"27.0083","-82.1483","83"
"29.1622","-82.1671","122"
"28.2575","-82.1869","36"
"39.4121","-82.1880","1"
"34.2027","-82.1969","55"
"41.2916","-82.2167","2"
"41.3977","-82.2251","1"
"34.7271","-82.2585","87"
"38.8429","-82.2586","18"
"36.5910","-82.2643","110"
"38.4207","-82.2663","69"
"34.8335","-82.3050","251"
"31.2025","-82.3222","26"
"29.6496","-82.3240","5"
"27.9432","-82.3244","731"
"27.8932","-82.3463","649"
"28.2498","-82.3478","90"
"27.8487","-82.3485","333"
"34.8399","-82.3606","63"
"29.6285","-82.3685","87"
"28.1305","-82.3703","1024"
"36.3333","-82.3790","94"
"29.6537","-82.3802","48"
"28.8558","-82.3897","31"
"29.6248","-82.3978","155"
"34.8878","-82.4019","92"
"27.0567","-82.4113","63"
"27.3955","-82.4345","44"
"28.0577","-82.4353","14"
"40.4008","-82.4382","5"
"38.4228","-82.4430","119"
"35.3393","-82.4465","19"
"40.0319","-82.4474","8"
"43.0243","-82.4518","28"
"43.0353","-82.4564","10"
"27.9503","-82.4589","8"
"27.9373","-82.4758","36"
"27.2335","-82.4924","364"
"42.6931","-82.5069","5"
"27.3402","-82.5138","26"
"28.5347","-82.5162","157"
"37.4782","-82.5169","20"
"36.5291","-82.5204","45"
"35.5765","-82.5208","36"
"35.5116","-82.5248","94"
"27.9468","-82.5267","169"
"27.3010","-82.5283","34"
"27.4493","-82.5324","112"
"27.3322","-82.5399","6"
"28.0330","-82.5430","946"
"35.5936","-82.5510","22"
"35.6221","-82.5537","18"
"34.8237","-82.5541","56"
"35.4849","-82.5579","54"
"35.5770","-82.5655","24"
"28.0695","-82.5758","444"
"40.7851","-82.5993","41"
"41.2706","-82.6054","19"
"27.4613","-82.6098","32"
"28.4758","-82.6176","50"
"39.7302","-82.6281","6"
"27.7742","-82.6348","208"
"38.4862","-82.6529","53"
"41.4188","-82.6712","44"
"30.1780","-82.6790","34"
"34.5503","-82.6832","135"
"27.8365","-82.6863","141"
"28.0521","-82.7004","519"
"28.3078","-82.7034","88"
"28.2946","-82.7073","10"
"34.5759","-82.7091","31"
"38.4025","-82.7134","8"
"35.2342","-82.7356","2"
"27.7973","-82.7364","133"
"28.0173","-82.7375","95"
"28.1165","-82.7409","54"
"27.8910","-82.7836","57"
"39.9271","-82.7842","45"
"27.8434","-82.7920","116"
"42.6731","-82.8373","55"
"31.4862","-82.8376","13"
"36.1722","-82.8404","10"
"38.7179","-82.8584","5"
"40.0516","-82.8675","38"
"42.5596","-82.8972","48"
"40.0524","-82.9152","121"
"39.9574","-82.9387","11"
"42.6248","-82.9459","48"
"34.6966","-82.9621","21"
"42.6733","-82.9742","113"
"40.1468","-82.9865","329"
"38.7462","-82.9938","21"
"40.0260","-83.0016","22"
"39.9939","-83.0063","34"
"40.1145","-83.0096","191"
"42.5543","-83.0243","135"
"39.9960","-83.0279","136"
"39.8738","-83.0376","20"
"39.9832","-83.0451","10"
"42.6221","-83.0601","78"
"40.3001","-83.0665","2"
"42.3486","-83.0672","8"
"42.5027","-83.0852","106"
"40.0648","-83.0877","56"
"40.1055","-83.0975","132"
"42.5311","-83.1107","79"
"41.3442","-83.1134","4"
"40.0304","-83.1136","29"
"42.6418","-83.1275","190"
"42.4902","-83.1449","158"
"42.5467","-83.1452","241"
"39.9828","-83.1490","24"
"42.1956","-83.1904","144"
"35.9454","-83.1990","2"
"35.3803","-83.2098","6"
"32.2145","-83.2114","6"
"42.5460","-83.2124","36"
"41.1120","-83.2124","17"
"42.5477","-83.2144","30"
"42.1503","-83.2299","45"
"33.4551","-83.2471","8"
"42.2007","-83.2570","42"
"33.1073","-83.2578","5"
"36.2197","-83.2615","43"
"42.8236","-83.2637","13"
"42.5443","-83.2874","32"
"42.7029","-83.2952","33"
"30.8483","-83.3223","355"
"35.4780","-83.3231","10"
"43.0442","-83.3269","15"
"42.4554","-83.3439","81"
"36.6122","-83.3570","96"
"42.4648","-83.3761","18"
"33.9597","-83.3798","21"
"42.3346","-83.3843","139"
"42.2833","-83.3867","11"
"41.9481","-83.3882","43"
"35.1426","-83.3970","8"
"33.9465","-83.4103","45"
"42.4143","-83.4173","175"
"42.3208","-83.4295","228"
"42.4284","-83.4309","125"
"42.6605","-83.4345","145"
"38.1743","-83.4348","25"
"42.5321","-83.4441","136"
"34.2514","-83.4589","6"
"34.5777","-83.4631","13"
"42.4909","-83.4879","403"
"31.4590","-83.5272","7"
"35.8397","-83.5672","31"
"35.8068","-83.5775","17"
"43.3715","-83.5827","2"
"39.2271","-83.6142","1"
"42.9115","-83.6289","34"
"41.5282","-83.6413","164"
"41.6962","-83.6418","133"
"41.0648","-83.6674","13"
"32.5537","-83.6714","294"
"42.2276","-83.6819","973"
"36.6210","-83.7041","6"
"41.5489","-83.7090","161"
"40.3648","-83.7372","14"
"33.9428","-83.7393","51"
"42.2797","-83.7420","42"
"42.6355","-83.7454","55"
"43.0044","-83.7514","48"
"39.9226","-83.7592","13"
"42.1782","-83.7594","145"
"32.8780","-83.7632","324"
"31.1896","-83.7647","45"
"31.9644","-83.7687","6"
"43.2460","-83.7722","53"
"38.6318","-83.7981","2"
"42.5482","-83.7996","82"
"42.2865","-83.8042","32"
"34.9663","-83.8156","2"
"34.2954","-83.8569","23"
"36.0277","-83.8728","18"
"43.6281","-83.8937","44"
"34.0744","-83.9135","62"
"34.9001","-83.9153","1"
"35.9648","-83.9179","48"
"42.6063","-83.9273","1"
"36.0709","-83.9295","8"
"35.9818","-83.9297","8"
"38.0497","-83.9410","67"
"30.8559","-83.9474","9"
"43.4732","-83.9708","9"
"42.0722","-83.9724","2"
"43.4823","-83.9793","83"
"34.0658","-83.9849","60"
"35.7414","-83.9944","23"
"33.6491","-83.9948","15"
"33.9047","-84.0016","22"
"33.8571","-84.0022","8"
"41.9317","-84.0061","38"
"33.8770","-84.0147","7"
"33.9691","-84.0193","54"
"34.3690","-84.0356","13"
"35.9251","-84.0372","79"
"35.9240","-84.0374","5"
"34.0275","-84.0426","11"
"35.9219","-84.0502","19"
"39.7638","-84.0589","78"
"33.9830","-84.0768","66"
"35.9193","-84.0799","58"
"37.1097","-84.0953","8"
"39.6935","-84.1021","194"
"33.8241","-84.1237","9"
"36.9173","-84.1254","15"
"33.9519","-84.1377","37"
"41.5733","-84.1410","28"
"39.8690","-84.1436","92"
"35.8998","-84.1529","71"
"40.7384","-84.1566","32"
"42.9964","-84.1676","16"
"34.1555","-84.1774","86"
"39.7570","-84.1881","29"
"34.0178","-84.1933","192"
"39.4323","-84.1936","2"
"31.6219","-84.2061","38"
"39.6486","-84.2094","271"
"33.4665","-84.2100","58"
"30.4626","-84.2103","65"
"38.0088","-84.2115","15"
"33.9787","-84.2138","6"
"40.1462","-84.2197","7"
"43.6567","-84.2342","75"
"39.5992","-84.2363","71"
"33.9524","-84.2365","29"
"44.2762","-84.2378","2"
"39.0469","-84.2484","14"
"33.8429","-84.2515","22"
"36.0116","-84.2561","51"
"30.4383","-84.2579","20"
"39.1006","-84.2624","18"
"39.1614","-84.2734","133"
"33.8710","-84.2771","85"
"33.8074","-84.2784","42"
"34.0718","-84.2787","116"
"30.4759","-84.2886","99"
"33.2693","-84.2947","9"
"34.0482","-84.2965","64"
"39.8755","-84.3076","1"
"39.3090","-84.3193","151"
"33.8236","-84.3214","48"
"37.7367","-84.3278","61"
"33.5632","-84.3317","41"
"39.4961","-84.3364","8"
"34.0379","-84.3397","24"
"34.0412","-84.3405","14"
"33.9323","-84.3483","59"
"39.0760","-84.3487","23"
"33.7735","-84.3530","105"
"33.7459","-84.3564","203"
"33.8547","-84.3599","135"
"41.3029","-84.3628","28"
"33.7791","-84.3694","96"
"39.3728","-84.3742","59"
"39.1451","-84.3744","60"
"39.2048","-84.3751","63"
"39.2026","-84.3808","1"
"33.7873","-84.3842","46"
"33.9166","-84.3843","51"
"33.7935","-84.3961","178"
"42.2480","-84.4061","2"
"39.1626","-84.4118","181"
"38.0250","-84.4202","71"
"39.3190","-84.4209","132"
"42.7274","-84.4225","37"
"34.0624","-84.4236","60"
"33.9844","-84.4238","16"
"33.4833","-84.4265","62"
"33.9781","-84.4276","150"
"42.2669","-84.4280","125"
"33.8831","-84.4321","173"
"45.6459","-84.4755","8"
"34.2503","-84.4828","37"
"39.0183","-84.4845","66"
"39.2990","-84.4845","52"
"34.6537","-84.4890","12"
"38.0444","-84.4951","8"
"39.0940","-84.4962","129"
"38.0478","-84.5068","48"
"36.5123","-84.5100","3"
"33.6581","-84.5106","5"
"33.9491","-84.5147","60"
"42.7652","-84.5155","140"
"39.1437","-84.5203","50"
"37.9540","-84.5226","68"
"39.1098","-84.5321","2"
"37.9835","-84.5328","170"
"38.2178","-84.5370","1"
"34.1076","-84.5431","34"
"42.6598","-84.5498","131"
"40.5496","-84.5707","8"
"34.0156","-84.5714","36"
"33.9274","-84.5719","66"
"39.2436","-84.5950","41"
"39.4239","-84.5963","5"
"33.3987","-84.6168","123"
"42.7410","-84.6254","40"
"33.8684","-84.6257","34"
"37.0377","-84.6300","31"
"39.1762","-84.6398","58"
"38.9935","-84.6473","210"
"41.9405","-84.6500","15"
"43.4085","-84.6676","18"
"34.0404","-84.6798","189"
"45.0257","-84.7095","2"
"45.7787","-84.7262","4"
"33.8837","-84.7397","41"
"33.7284","-84.7442","29"
"43.6119","-84.7585","39"
"33.3913","-84.7648","22"
"43.8197","-84.7685","2"
"34.1945","-84.7958","8"
"37.6506","-84.8054","15"
"42.5617","-84.8358","1"
"39.8298","-84.8364","2"
"39.1279","-84.8407","37"
"35.2053","-84.8502","41"
"35.1783","-84.8734","110"
"38.1678","-84.8963","8"
"34.7564","-84.9335","11"
"32.5086","-84.9436","2"
"32.5490","-84.9443","28"
"32.5395","-84.9647","26"
"45.3547","-84.9709","29"
"41.9437","-84.9719","16"
"45.4305","-84.9866","12"
"33.0364","-85.0307","8"
"35.9883","-85.0339","9"
"33.5933","-85.0379","10"
"42.9822","-85.0645","3"
"41.3596","-85.0870","21"
"39.6617","-85.1298","4"
"41.0804","-85.1333","1"
"41.1312","-85.1421","104"
"35.0330","-85.1487","3"
"35.0325","-85.1618","117"
"34.3047","-85.1731","6"
"42.2628","-85.1860","20"
"41.0729","-85.1989","27"
"44.9769","-85.2099","1"
"35.0039","-85.2207","98"
"30.7755","-85.2327","13"
"35.1294","-85.2369","100"
"42.2951","-85.2392","4"
"34.9540","-85.2462","12"
"42.2983","-85.2477","29"
"43.1952","-85.2510","17"
"45.3154","-85.2588","2"
"38.1913","-85.2772","10"
"42.6488","-85.2896","3"
"35.0527","-85.3112","48"
"35.0545","-85.3119","2"
"42.9321","-85.3637","13"
"37.3473","-85.3710","3"
"40.2254","-85.3763","35"
"38.4029","-85.3928","5"
"44.2493","-85.3985","8"
"38.7770","-85.4030","4"
"32.6119","-85.4055","33"
"31.2510","-85.4296","17"
"31.2688","-85.4522","18"
"32.6270","-85.4544","29"
"39.3496","-85.4972","3"
"41.1730","-85.5073","4"
"36.1315","-85.5082","64"
"40.8960","-85.5208","33"
"38.2220","-85.5282","202"
"43.1773","-85.5524","4"
"38.3025","-85.5577","361"
"43.0011","-85.5930","203"
"38.2104","-85.5963","115"
"42.2210","-85.5982","93"
"44.7641","-85.6194","1"
"38.2501","-85.6240","161"
"42.8494","-85.6282","110"
"44.7330","-85.6499","36"
"30.1878","-85.6499","331"
"42.2981","-85.6572","51"
"42.4481","-85.6680","3"
"38.1083","-85.6716","175"
"40.5718","-85.6827","3"
"43.0186","-85.6863","91"
"38.3464","-85.6992","258"
"38.2342","-85.7179","111"
"39.5211","-85.7526","3"
"42.8786","-85.7559","138"
"38.2183","-85.7615","1"
"38.3512","-85.7944","67"
"39.7825","-85.8062","12"
"33.6216","-85.8108","87"
"41.2526","-85.8147","31"
"40.7970","-85.8226","4"
"37.7167","-85.8393","98"
"41.5851","-85.8436","29"
"31.2915","-85.8583","137"
"30.2185","-85.8736","197"
"39.2054","-85.8822","24"
"39.2024","-85.9224","2"
"39.9899","-85.9331","184"
"37.0243","-85.9345","26"
"41.7218","-85.9738","7"
"39.7787","-85.9835","15"
"40.0327","-85.9899","22"
"33.9953","-86.0082","79"
"39.9252","-86.0260","77"
"34.6254","-86.0512","18"
"39.9076","-86.0640","64"
"40.7696","-86.0777","4"
"42.7791","-86.0796","58"
"42.8077","-86.0847","27"
"39.9148","-86.1111","90"
"35.1867","-86.1119","5"
"40.4625","-86.1132","3"
"39.6294","-86.1164","70"
"39.9597","-86.1173","159"
"39.8660","-86.1181","25"
"40.0009","-86.1211","103"
"39.6398","-86.1260","6"
"32.3595","-86.1349","38"
"38.2304","-86.1350","16"
"39.7796","-86.1462","95"
"39.7017","-86.1527","228"
"39.7653","-86.1614","29"
"39.7686","-86.1697","8"
"32.3406","-86.1772","24"
"41.6968","-86.1946","79"
"43.0294","-86.2159","15"
"39.9116","-86.2206","38"
"43.1738","-86.2210","102"
"35.3929","-86.2442","11"
"41.6334","-86.2556","14"
"41.8322","-86.2590","5"
"39.9128","-86.2645","43"
"33.6081","-86.2695","42"
"32.3518","-86.2914","5"
"36.1875","-86.2928","70"
"43.4065","-86.3149","3"
"30.3793","-86.3155","20"
"39.7680","-86.3380","46"
"39.7110","-86.3604","48"
"39.6024","-86.3735","4"
"43.9557","-86.3739","3"
"39.8686","-86.3906","43"
"32.4599","-86.3981","9"
"35.8546","-86.4019","26"
"35.8464","-86.4161","70"
"42.0764","-86.4228","6"
"36.9501","-86.4251","44"
"30.3937","-86.4260","46"
"35.8434","-86.4379","59"
"35.4825","-86.4590","1"
"40.0595","-86.4712","3"
"36.9683","-86.4781","99"
"36.3584","-86.4943","66"
"39.1515","-86.4955","15"
"38.8437","-86.5113","1"
"36.1671","-86.5142","137"
"38.8451","-86.5143","5"
"34.6719","-86.5444","82"
"30.7788","-86.5567","14"
"35.9806","-86.5657","106"
"35.1523","-86.5698","1"
"39.1620","-86.5718","64"
"36.3299","-86.5894","105"
"33.6420","-86.6289","36"
"31.8511","-86.6483","7"
"36.0506","-86.6517","39"
"30.4164","-86.6593","33"
"33.4104","-86.6702","29"
"34.7190","-86.6735","123"
"36.2060","-86.6934","3"
"36.2058","-86.6956","256"
"33.4511","-86.7279","44"
"33.5283","-86.7342","2"
"34.7576","-86.7418","49"
"36.1072","-86.7553","428"
"37.9347","-86.7557","6"
"33.4484","-86.7722","95"
"33.2380","-86.8002","69"
"36.1368","-86.8015","173"
"33.5141","-86.8087","4"
"33.3725","-86.8156","59"
"36.1087","-86.8169","287"
"35.9430","-86.8239","239"
"33.4403","-86.8366","5"
"34.1507","-86.8393","13"
"40.4206","-86.8521","299"
"41.6751","-86.8903","4"
"40.4214","-86.9006","114"
"40.0202","-86.9018","8"
"38.3854","-86.9295","9"
"35.7373","-86.9440","75"
"36.0818","-86.9482","82"
"33.3346","-86.9849","22"
"41.4743","-87.0159","30"
"34.5747","-87.0170","12"
"37.7620","-87.0409","235"
"30.3822","-87.1043","46"
"30.6014","-87.1191","46"
"41.5552","-87.1514","76"
"40.9254","-87.1517","3"
"30.4729","-87.2168","81"
"30.4859","-87.2624","41"
"36.5895","-87.2867","8"
"41.4682","-87.3053","14"
"36.6236","-87.3209","65"
"44.8497","-87.3503","7"
"36.0522","-87.3693","18"
"37.9745","-87.3978","22"
"39.4270","-87.4249","43"
"46.5580","-87.4567","9"
"37.3175","-87.4754","27"
"41.4961","-87.4754","14"
"41.4992","-87.4759","11"
"37.9917","-87.4960","142"
"38.6546","-87.5010","8"
"33.1682","-87.5479","158"
"37.8685","-87.5687","9"
"38.0164","-87.5785","27"
"41.7880","-87.5955","6"
"38.3545","-87.6044","13"
"41.8912","-87.6191","250"
"41.8924","-87.6252","130"
"41.9373","-87.6278","338"
"30.2924","-87.6289","44"
"41.8971","-87.6298","1"
"41.8835","-87.6304","117"
"41.7390","-87.6306","36"
"41.8696","-87.6327","42"
"41.8851","-87.6334","29"
"41.8696","-87.6349","144"
"34.8345","-87.6366","26"
"37.9729","-87.6432","29"
"41.9084","-87.6466","15"
"41.9392","-87.6540","1"
"42.0048","-87.6611","55"
"41.9499","-87.6639","211"
"41.9213","-87.6674","344"
"41.5080","-87.6684","13"
"30.3004","-87.6812","27"
"41.9653","-87.6866","104"
"41.9302","-87.6881","298"
"44.0686","-87.7050","8"
"42.0766","-87.7062","6"
"41.9298","-87.7089","200"
"41.5861","-87.7178","25"
"41.7533","-87.7332","22"
"41.8491","-87.7428","23"
"42.0591","-87.7495","26"
"43.7575","-87.7512","50"
"39.0068","-87.7635","15"
"41.9157","-87.7644","19"
"41.7151","-87.7837","1"
"41.8888","-87.8015","31"
"41.9630","-87.8072","14"
"41.8479","-87.8113","6"
"42.1497","-87.8190","53"
"42.0108","-87.8294","2"
"42.0498","-87.8386","44"
"41.9098","-87.8461","16"
"41.5270","-87.8476","30"
"41.1736","-87.8512","7"
"30.6682","-87.8516","17"
"41.5919","-87.8537","53"
"42.0552","-87.8547","69"
"41.7764","-87.8592","7"
"41.1221","-87.8640","7"
"41.9797","-87.8676","39"
"41.1347","-87.8716","27"
"43.0658","-87.8783","12"
"43.0598","-87.8855","29"
"42.5704","-87.8943","35"
"30.6550","-87.9017","62"
"42.9997","-87.9017","20"
"42.7173","-87.9127","52"
"43.2309","-87.9223","78"
"42.1375","-87.9266","41"
"43.3765","-87.9279","23"
"42.0855","-87.9316","37"
"42.1799","-87.9343","1"
"42.9130","-87.9363","190"
"44.4825","-87.9399","13"
"41.9561","-87.9408","1"
"42.2441","-87.9493","115"
"42.9853","-87.9516","25"
"41.8524","-87.9529","35"
"41.8477","-87.9555","16"
"42.3913","-87.9603","121"
"43.0502","-87.9868","5"
"41.5165","-87.9911","16"
"41.8401","-88.0018","43"
"42.0003","-88.0047","34"
"42.9506","-88.0083","45"
"41.7513","-88.0085","15"
"41.7959","-88.0091","4"
"45.8067","-88.0096","25"
"41.9462","-88.0263","61"
"42.0393","-88.0372","131"
"42.8832","-88.0412","19"
"43.0638","-88.0444","78"
"41.7200","-88.0450","13"
"42.1595","-88.0549","143"
"44.4847","-88.0597","47"
"41.8767","-88.0656","3"
"41.7685","-88.0685","105"
"42.1837","-88.0942","7"
"41.8317","-88.0970","28"
"41.9375","-88.1063","11"
"42.9490","-88.1086","108"
"43.0301","-88.1094","43"
"41.7014","-88.1226","8"
"43.1858","-88.1364","80"
"42.0702","-88.1477","180"
"43.0351","-88.1628","26"
"41.5762","-88.1672","42"
"41.8047","-88.1713","123"
"42.3954","-88.1790","34"
"43.0402","-88.1840","239"
"43.3949","-88.1862","20"
"41.7655","-88.2025","39"
"30.6580","-88.2056","11"
"30.6793","-88.2079","57"
"41.7129","-88.2090","68"
"40.0723","-88.2513","126"
"40.1465","-88.2583","76"
"42.1145","-88.2606","15"
"41.9233","-88.2691","83"
"42.6796","-88.2779","1"
"42.2274","-88.2945","30"
"42.1027","-88.2967","16"
"39.4820","-88.3060","7"
"36.2897","-88.3098","10"
"36.6178","-88.3133","38"
"41.7176","-88.3140","31"
"41.7918","-88.3247","37"
"42.1799","-88.3335","30"
"42.0298","-88.3361","30"
"44.2556","-88.3441","135"
"43.0473","-88.3696","16"
"43.2974","-88.3784","8"
"42.6131","-88.4144","27"
"41.3861","-88.4290","3"
"33.5310","-88.4352","27"
"41.6601","-88.4425","27"
"42.3156","-88.4477","6"
"44.2642","-88.4634","21"
"34.9077","-88.5049","55"
"37.7476","-88.5256","2"
"39.1030","-88.5447","15"
"44.0158","-88.5814","49"
"47.1023","-88.5957","12"
"41.6466","-88.6002","11"
"36.7256","-88.6283","1"
"32.3581","-88.6754","8"
"37.0811","-88.6910","83"
"34.3080","-88.7011","44"
"34.3001","-88.7051","88"
"41.9499","-88.7281","12"
"44.3928","-88.7424","1"
"43.0813","-88.7660","1"
"35.6751","-88.8299","31"
"41.1454","-88.8390","7"
"43.4562","-88.8400","8"
"41.3487","-88.8431","10"
"33.4492","-88.8475","71"
"35.6614","-88.8635","62"
"39.8137","-88.8763","10"
"36.3471","-88.8766","4"
"30.4553","-88.8886","176"
"42.2706","-88.9533","34"
"38.3205","-88.9583","3"
"37.7507","-88.9793","6"
"42.7206","-88.9797","54"
"40.1483","-88.9797","6"
"42.5217","-88.9831","39"
"40.5094","-88.9864","1"
"30.3911","-88.9884","37"
"40.5379","-88.9901","26"
"42.3708","-89.0046","27"
"40.4927","-89.0344","245"
"30.4411","-89.0948","79"
"38.9653","-89.1358","2"
"32.7639","-89.1401","7"
"37.7361","-89.1885","19"
"37.7314","-89.1905","9"
"45.9152","-89.2475","4"
"43.1683","-89.2710","129"
"43.1244","-89.3061","69"
"31.3315","-89.3501","184"
"40.1454","-89.3642","1"
"31.3229","-89.3757","51"
"36.0476","-89.3832","8"
"45.6341","-89.3938","11"
"43.5397","-89.4627","17"
"41.3705","-89.4649","1"
"43.0145","-89.4664","75"
"40.6915","-89.4821","9"
"34.3748","-89.4972","125"
"43.0580","-89.5195","199"
"34.3708","-89.5475","62"
"44.5108","-89.5708","34"
"37.2981","-89.5834","108"
"40.6901","-89.5895","1"
"39.7637","-89.6078","22"
"40.7288","-89.6177","4"
"42.2973","-89.6190","37"
"40.6028","-89.6298","10"
"44.8647","-89.6331","60"
"41.8168","-89.6495","3"
"30.5444","-89.6516","2"
"40.7730","-89.6529","66"
"39.1756","-89.6692","1"
"40.7821","-89.6774","69"
"45.1798","-89.6873","1"
"35.0505","-89.6923","878"
"39.7547","-89.7272","36"
"35.0636","-89.7585","96"
"43.5720","-89.7754","11"
"35.1564","-89.7833","452"
"35.2010","-89.7868","122"
"35.4431","-89.7899","11"
"35.1546","-89.7927","6"
"35.2073","-89.7984","439"
"30.3003","-89.8100","83"
"44.3906","-89.8271","11"
"35.2035","-89.8394","86"
"35.1040","-89.8693","141"
"34.9622","-89.8764","179"
"39.2799","-89.8840","1"
"35.1152","-89.8943","603"
"38.5903","-89.9450","128"
"38.7835","-89.9558","32"
"38.5138","-89.9827","3"
"34.9654","-89.9897","340"
"35.1378","-89.9933","115"
"38.5039","-89.9948","7"
"29.9041","-90.0467","35"
"35.1324","-90.0601","191"
"29.9509","-90.0656","67"
"29.9698","-90.0833","119"
"30.4331","-90.0856","35"
"29.9250","-90.1133","21"
"30.4441","-90.1359","12"
"32.4632","-90.1378","173"
"32.2679","-90.1406","81"
"32.4400","-90.1476","82"
"38.7015","-90.1514","12"
"38.3515","-90.1523","4"
"44.6637","-90.1762","16"
"30.0034","-90.1821","74"
"38.6302","-90.1894","7"
"29.9621","-90.1916","108"
"39.6982","-90.2312","19"
"41.8210","-90.2410","13"
"30.0171","-90.2509","15"
"38.6441","-90.2638","36"
"38.6342","-90.3166","58"
"38.6353","-90.3474","135"
"38.5273","-90.3627","287"
"38.4101","-90.3861","137"
"38.6307","-90.4094","45"
"38.6745","-90.4110","724"
"37.7937","-90.4415","2"
"36.7327","-90.4446","2"
"42.7342","-90.4469","4"
"31.5809","-90.4510","10"
"38.6032","-90.4531","240"
"30.4817","-90.4637","9"
"41.4693","-90.4856","43"
"38.7656","-90.4931","131"
"41.5734","-90.5185","160"
"36.0599","-90.5237","27"
"38.7617","-90.5268","259"
"38.7893","-90.5391","1"
"38.6521","-90.5634","148"
"38.6659","-90.6087","193"
"38.7953","-90.6160","153"
"38.5806","-90.6301","21"
"35.8064","-90.6844","177"
"42.4941","-90.7210","24"
"42.5211","-90.7376","7"
"38.7445","-90.7532","48"
"29.6404","-90.7570","10"
"38.7668","-90.7632","43"
"43.9378","-90.8248","2"
"38.8035","-90.8585","66"
"32.3080","-90.8838","6"
"30.2444","-90.9190","43"
"30.4685","-90.9247","6"
"37.3397","-90.9412","8"
"38.4262","-90.9667","3"
"38.5380","-90.9873","7"
"30.4411","-91.0093","35"
"30.4097","-91.0145","20"
"30.3859","-91.0844","15"
"41.4477","-91.0864","53"
"30.3792","-91.0972","90"
"43.0375","-91.1094","11"
"30.4226","-91.1264","8"
"40.8211","-91.1674","34"
"38.1970","-91.1863","5"
"43.7827","-91.2250","62"
"43.8130","-91.2510","4"
"39.7095","-91.3554","13"
"39.9361","-91.3621","5"
"39.9337","-91.3623","5"
"44.9254","-91.3811","44"
"44.7753","-91.4406","2"
"44.7871","-91.4602","54"
"43.2690","-91.4773","2"
"46.0031","-91.4828","3"
"44.8104","-91.4988","1"
"41.6424","-91.5101","55"
"41.6591","-91.5338","13"
"41.6904","-91.6000","59"
"42.0289","-91.6231","33"
"35.7685","-91.6275","14"
"44.0538","-91.6368","6"
"42.0321","-91.6550","185"
"41.2983","-91.6907","2"
"35.2504","-91.7010","17"
"45.4620","-91.7343","3"
"37.9600","-91.7551","4"
"43.3055","-91.7916","17"
"33.6394","-91.8017","3"
"30.0009","-91.8020","3"
"36.7157","-91.8429","8"
"39.1479","-91.8904","2"
"44.9139","-91.9348","24"
"30.1451","-91.9477","10"
"38.8302","-91.9579","22"
"34.9773","-92.0243","27"
"30.1586","-92.0434","280"
"30.2021","-92.0457","74"
"32.4991","-92.0596","3"
"30.5083","-92.0732","6"
"46.7894","-92.0947","1"
"46.7825","-92.0986","57"
"32.5118","-92.1628","59"
"46.7380","-92.1666","2"
"46.8263","-92.1972","14"
"37.8088","-92.2215","47"
"34.7915","-92.2290","69"
"38.5872","-92.2520","115"
"38.9291","-92.2964","80"
"34.7588","-92.3056","23"
"34.7604","-92.3067","4"
"42.4597","-92.3214","43"
"38.9513","-92.3254","14"
"38.9348","-92.3572","184"
