"latitude","longitude","count"
"30.2322","-92.3834","1"
"34.7088","-92.4062","154"
"34.6630","-92.4122","48"
"30.4938","-92.4168","1"
"35.1097","-92.4307","82"
"41.0193","-92.4349","12"
"39.4531","-92.4349","31"
"42.5099","-92.4353","18"
"31.2772","-92.4498","111"
"44.0592","-92.4504","102"
"43.9615","-92.4551","70"
"46.7103","-92.4576","20"
"34.7683","-92.4599","21"
"39.7633","-92.4688","1"
"44.0451","-92.5235","12"
"47.5175","-92.5754","3"
"34.5812","-92.5840","52"
"40.1952","-92.5848","37"
"44.5686","-92.5849","7"
"38.1814","-92.6101","41"
"44.8583","-92.6265","1"
"32.5429","-92.6277","12"
"37.6728","-92.6537","132"
"44.9597","-92.6927","31"
"33.2098","-92.7009","1"
"44.7369","-92.8780","12"
"42.0159","-92.9099","11"
"46.0058","-92.9294","2"
"47.4027","-92.9531","10"
"44.9283","-92.9572","39"
"45.0318","-92.9727","91"
"45.1227","-93.0536","57"
"44.8683","-93.0587","66"
"31.7514","-93.0624","11"
"34.4450","-93.0820","16"
"44.9433","-93.0988","1"
"36.2493","-93.1155","6"
"44.7281","-93.1337","58"
"45.0173","-93.1510","121"
"30.1956","-93.1661","16"
"44.9398","-93.1777","13"
"44.9184","-93.1871","8"
"39.1212","-93.1948","1"
"44.4288","-93.1975","11"
"45.1019","-93.2066","21"
"44.7914","-93.2097","200"
"44.9341","-93.2131","1"
"30.2011","-93.2269","15"
"37.1551","-93.2324","95"
"37.0251","-93.2368","19"
"45.3081","-93.2393","32"
"44.0819","-93.2454","23"
"45.0398","-93.2472","4"
"44.9848","-93.2557","41"
"36.6588","-93.2564","90"
"44.9157","-93.2626","7"
"44.9156","-93.2630","2"
"31.1218","-93.2722","5"
"43.1500","-93.2731","52"
"45.1526","-93.2779","67"
"44.7411","-93.2863","37"
"36.6532","-93.2879","23"
"36.6527","-93.2880","20"
"44.9672","-93.2883","1"
"37.1416","-93.2945","79"
"44.9494","-93.2969","44"
"44.6501","-93.3004","135"
"45.2182","-93.3127","23"
"44.8797","-93.3259","142"
"44.9121","-93.3296","10"
"44.9670","-93.3475","155"
"43.6811","-93.3588","23"
"45.0087","-93.3816","1"
"45.1618","-93.3938","36"
"37.5973","-93.4005","16"
"44.9794","-93.4055","194"
"44.7764","-93.4109","112"
"44.8540","-93.4278","171"
"45.0194","-93.4812","135"
"41.6603","-93.4892","52"
"41.6030","-93.5231","2"
"47.2108","-93.5269","11"
"44.8609","-93.5357","1"
"45.2025","-93.5483","34"
"45.3090","-93.5587","6"
"41.3599","-93.5597","7"
"42.0486","-93.5905","11"
"45.2163","-93.5958","67"
"42.0110","-93.6136","40"
"41.7153","-93.6214","91"
"41.6315","-93.7011","167"
"32.4258","-93.7130","46"
"38.7825","-93.7331","4"
"41.6558","-93.7340","67"
"41.6163","-93.7346","1"
"32.5191","-93.7398","7"
"32.5117","-93.7511","1"
"44.8490","-93.7881","9"
"45.0477","-93.7995","16"
"41.5703","-93.8070","241"
"45.2862","-93.8080","75"
"41.6174","-93.8643","41"
"39.1844","-93.8824","3"
"36.9123","-93.9103","24"
"44.1737","-93.9529","35"
"29.9483","-93.9889","4"
"44.1455","-93.9929","16"
"44.1649","-94.0059","3"
"33.4561","-94.0977","23"
"36.1080","-94.1490","93"
"30.0424","-94.1520","30"
"36.1233","-94.1566","289"
"30.1229","-94.1583","3"
"36.1766","-94.1632","82"
"36.3061","-94.1759","458"
"36.3406","-94.1765","624"
"42.5060","-94.1790","8"
"39.0241","-94.1951","18"
"36.3685","-94.2107","59"
"46.3579","-94.2269","19"
"45.5547","-94.2381","59"
"39.0393","-94.2726","2"
"46.6317","-94.3194","1"
"35.4605","-94.3452","48"
"39.0501","-94.3531","39"
"35.3721","-94.3585","99"
"38.6603","-94.3735","5"
"38.9387","-94.3766","50"
"44.8738","-94.3823","13"
"36.8316","-94.3912","47"
"39.0929","-94.4163","2"
"35.3294","-94.4243","43"
"45.4580","-94.4271","1"
"38.9113","-94.4478","23"
"39.2428","-94.4502","36"
"44.3140","-94.4577","2"
"37.1454","-94.4630","1"
"37.0925","-94.4689","64"
"38.8122","-94.5151","1"
"39.2394","-94.5225","32"
"36.1731","-94.5523","19"
"39.1424","-94.5756","9"
"39.0971","-94.5835","17"
"38.9709","-94.6085","40"
"38.9559","-94.6290","18"
"38.9158","-94.6481","43"
"38.8827","-94.6541","35"
"39.2431","-94.6561","65"
"31.6387","-94.6574","3"
"38.8813","-94.6835","32"
"39.0290","-94.6901","108"
"37.3814","-94.7044","2"
"31.3116","-94.7161","18"
"32.5458","-94.7244","7"
"31.3113","-94.7244","1"
"32.5378","-94.7474","13"
"36.5984","-94.7530","3"
"38.9075","-94.7672","57"
"38.9989","-94.7754","50"
"39.8190","-94.8124","33"
"39.1264","-94.8261","14"
"29.2531","-94.8543","15"
"32.3958","-94.8567","4"
"42.0644","-94.8682","4"
"36.8789","-94.8774","6"
"29.8192","-94.8956","24"
"39.3182","-94.9119","1"
"45.2291","-94.9410","2"
"45.7368","-94.9519","3"
"35.9266","-94.9531","9"
"47.5065","-94.9562","19"
"33.1378","-94.9688","2"
"45.1057","-95.0405","2"
"29.5267","-95.1247","126"
"43.3912","-95.1247","3"
"43.3240","-95.1499","5"
"29.5458","-95.1509","36"
"29.6805","-95.1536","37"
"43.1279","-95.1573","3"
"29.8313","-95.1682","27"
"29.6049","-95.2130","78"
"29.7684","-95.2314","21"
"38.9714","-95.2357","6"
"29.9369","-95.2424","20"
"30.0670","-95.2441","40"
"30.1355","-95.2447","28"
"38.9217","-95.2629","88"
"29.5998","-95.2682","49"
"30.0099","-95.2717","25"
"29.5587","-95.2991","6"
"32.2500","-95.3024","40"
"32.2925","-95.3048","19"
"32.2686","-95.3094","15"
"32.3351","-95.3385","1"
"29.7624","-95.3666","85"
"30.1208","-95.3768","58"
"45.8633","-95.3789","31"
"29.5491","-95.3852","82"
"35.7697","-95.3984","26"
"30.0573","-95.4380","22"
"29.7310","-95.4407","298"
"30.1001","-95.4426","38"
"29.7432","-95.4552","94"
"30.1618","-95.4587","64"
"29.0506","-95.4592","5"
"29.7496","-95.4619","5"
"30.3298","-95.4760","7"
"30.3717","-95.4879","49"
"29.8467","-95.4964","129"
"30.0775","-95.5170","14"
"29.7844","-95.5218","123"
"30.2295","-95.5339","50"
"29.9534","-95.5410","69"
"33.6842","-95.5431","2"
"30.1449","-95.5518","45"
"29.7813","-95.5611","85"
"29.9947","-95.5743","16"
"29.5811","-95.5828","76"
"29.6412","-95.5844","107"
"33.1168","-95.5879","4"
"30.0416","-95.6054","54"
"29.5876","-95.6214","151"
"36.2924","-95.6256","5"
"31.7734","-95.6262","6"
"30.0876","-95.6320","2"
"29.9720","-95.6659","40"
"29.9116","-95.7246","82"
"29.6719","-95.7488","48"
"29.9935","-95.7538","11"
"34.8968","-95.7603","13"
"29.5466","-95.7617","22"
"29.6989","-95.7648","32"
"39.0356","-95.7679","11"
"36.0633","-95.7705","33"
"29.7867","-95.7746","142"
"29.7413","-95.7766","26"
"44.4484","-95.7885","45"
"35.9913","-95.8096","62"
"29.7725","-95.8097","66"
"36.2796","-95.8330","3"
"32.2086","-95.8369","5"
"40.3927","-95.8387","2"
"29.6974","-95.8399","20"
"36.0584","-95.8565","109"
"36.0139","-95.8829","23"
"36.0639","-95.8871","15"
"41.2424","-95.8955","70"
"29.0083","-95.9003","7"
"36.1065","-95.9193","74"
"41.2661","-95.9341","7"
"36.7151","-95.9350","6"
"36.1596","-95.9581","20"
"41.1474","-95.9691","56"
"41.2598","-95.9897","7"
"36.0437","-96.0039","29"
"41.2398","-96.0154","48"
"42.9975","-96.0490","11"
"41.2674","-96.0687","33"
"36.0168","-96.0960","1"
"33.1131","-96.0967","10"
"46.2863","-96.1072","18"
"41.1793","-96.1155","94"
"41.2935","-96.1382","90"
"41.2608","-96.1889","136"
"38.4171","-96.2150","16"
"41.1959","-96.2383","20"
"30.6343","-96.3044","47"
"30.6758","-96.3367","11"
"30.6242","-96.3397","18"
"42.4457","-96.3554","28"
"42.4936","-96.3987","119"
"33.9497","-96.4133","22"
"30.1668","-96.4276","8"
"32.7480","-96.4460","9"
"32.0676","-96.4472","3"
"32.8911","-96.4798","24"
"41.4526","-96.4870","2"
"39.1792","-96.5769","18"
"33.0034","-96.5776","26"
"33.5955","-96.6044","19"
"33.6749","-96.6117","48"
"32.9505","-96.6140","43"
"32.7886","-96.6274","39"
"40.8160","-96.6286","17"
"33.1877","-96.6380","29"
"40.7599","-96.6425","13"
"33.1322","-96.6483","20"
"32.9728","-96.6485","41"
"43.5373","-96.6558","82"
"35.2324","-96.6564","4"
"33.2157","-96.6631","102"
"34.7925","-96.6657","14"
"32.8695","-96.6756","30"
"33.1443","-96.6761","159"
"40.7404","-96.6786","49"
"33.0719","-96.6872","409"
"40.8163","-96.7030","9"
"40.8142","-96.7049","68"
"33.1302","-96.7237","72"
"32.9501","-96.7355","36"
"32.8676","-96.7416","56"
"43.5151","-96.7507","23"
"32.9389","-96.7509","58"
"43.5284","-96.7588","122"
"32.9001","-96.7671","12"
"33.0251","-96.7686","83"
"32.8380","-96.7752","80"
"32.8686","-96.7757","128"
"46.8796","-96.7881","3"
"33.0279","-96.7891","50"
"44.3074","-96.7902","44"
"32.7699","-96.7992","90"
"32.7866","-96.8117","96"
"33.0991","-96.8121","271"
"32.4006","-96.8169","32"
"32.8507","-96.8193","7"
"32.9539","-96.8206","94"
"32.6022","-96.8211","3"
"33.0762","-96.8214","37"
"33.2171","-96.8225","73"
"32.7433","-96.8260","24"
"33.0492","-96.8275","323"
"37.8181","-96.8465","5"
"39.0290","-96.8467","3"
"46.8674","-96.8488","60"
"46.8551","-96.8490","35"
"32.9103","-96.8767","505"
"33.0668","-96.8858","52"
"33.1549","-96.8910","179"
"32.8578","-96.8945","53"
"35.3636","-96.9109","15"
"42.7797","-96.9315","2"
"32.5922","-96.9500","12"
"33.0016","-96.9708","163"
"28.8671","-96.9917","34"
"32.6771","-96.9923","21"
"32.8411","-96.9956","70"
"32.6732","-97.0090","26"
"47.9287","-97.0264","34"
"37.1561","-97.0321","4"
"32.9666","-97.0446","100"
"36.1399","-97.0501","48"
"47.8905","-97.0601","10"
"32.9958","-97.0658","27"
"33.0752","-97.0861","25"
"32.9194","-97.0876","2063"
"32.7585","-97.0931","20"
"33.1761","-97.0989","146"
"32.8750","-97.1048","44"
"44.8858","-97.1090","49"
"32.8359","-97.1300","18"
"32.6840","-97.1325","38"
"33.2316","-97.1432","16"
"32.8915","-97.1464","7"
"32.5981","-97.1488","52"
"33.6759","-97.1548","3"
"34.1883","-97.1591","11"
"31.5250","-97.1598","23"
"33.2234","-97.1691","30"
"32.7571","-97.1733","36"
"32.6762","-97.1962","34"
"31.5039","-97.1978","6"
"32.8288","-97.2008","50"
"37.7057","-97.2029","69"
"32.9985","-97.2173","117"
"32.9319","-97.2319","30"
"37.7404","-97.2411","39"
"37.5598","-97.2485","18"
"30.1107","-97.3090","11"
"27.8983","-97.3118","10"
"32.8544","-97.3119","12"
"32.9064","-97.3135","41"
"32.5763","-97.3244","17"
"37.6907","-97.3290","4"
"32.7555","-97.3302","10"
"37.9974","-97.3342","2"
"32.5166","-97.3474","17"
"27.6971","-97.3525","50"
"32.7503","-97.3581","6"
"32.6254","-97.3658","11"
"27.6653","-97.3971","31"
"31.0855","-97.3978","56"
"32.6782","-97.4015","8"
"32.7088","-97.4021","23"
"32.6605","-97.4047","5"
"42.0426","-97.4136","7"
"32.3487","-97.4165","4"
"35.6871","-97.4182","57"
"32.8038","-97.4300","3"
"27.7366","-97.4360","11"
"32.7395","-97.4372","13"
"37.7243","-97.4479","28"
"31.0860","-97.4592","12"
"35.5317","-97.4797","123"
"35.2351","-97.4876","16"
"35.3932","-97.4902","8"
"35.3290","-97.4960","166"
"25.9552","-97.5045","310"
"25.9518","-97.5076","1"
"35.4631","-97.5092","39"
"35.5571","-97.5148","42"
"35.5228","-97.5450","36"
"35.4532","-97.5540","3"
"35.6122","-97.5584","96"
"30.4703","-97.5983","122"
"38.8008","-97.6089","2"
"27.8601","-97.6333","14"
"30.4478","-97.6425","783"
"31.0759","-97.6659","53"
"29.8606","-97.6701","3"
"30.4086","-97.6743","196"
"30.5628","-97.6904","194"
"30.6497","-97.6906","44"
"30.2984","-97.7047","100"
"30.3265","-97.7074","26"
"30.3293","-97.7078","147"
"31.0895","-97.7107","16"
"26.1873","-97.7145","116"
"30.3967","-97.7278","84"
"30.3600","-97.7348","45"
"30.2800","-97.7383","9"
"30.3877","-97.7396","134"
"30.2653","-97.7479","32"
"35.4796","-97.7549","14"
"30.2558","-97.7634","81"
"30.1980","-97.7696","32"
"32.4322","-97.7750","21"
"32.7333","-97.7815","9"
"30.4588","-97.7925","36"
"30.1541","-97.7942","87"
"30.2303","-97.7998","76"
"30.4754","-97.8041","106"
"30.4705","-97.8077","73"
"30.2578","-97.8083","113"
"30.5304","-97.8153","174"
"30.4237","-97.8468","184"
"30.0287","-97.8545","71"
"30.1988","-97.8689","43"
"30.2553","-97.8691","66"
"31.1163","-97.8760","21"
"38.0683","-97.8961","2"
"29.8860","-97.9239","65"
"35.0252","-97.9272","2"
"30.3078","-97.9409","60"
"29.5714","-97.9451","10"
"41.1151","-97.9958","1"
"26.1706","-98.0116","49"
"43.7108","-98.0245","14"
"29.7277","-98.0730","90"
"29.6974","-98.1030","8"
"26.2731","-98.1562","135"
"29.1332","-98.1580","1"
"26.2659","-98.1931","27"
"26.2027","-98.2017","114"
"26.2393","-98.2124","93"
"44.3642","-98.2146","4"
"32.1994","-98.2445","3"
"29.6055","-98.2704","108"
"30.5980","-98.2725","31"
"26.1936","-98.2819","55"
"29.5655","-98.3331","40"
"40.9348","-98.3813","1"
"40.5853","-98.3884","9"
"29.5179","-98.3891","53"
"45.4591","-98.4413","4"
"29.6537","-98.4472","68"
"29.3542","-98.4512","29"
"29.3765","-98.4583","19"
"29.6049","-98.4646","98"
"34.6357","-98.4746","17"
"29.4931","-98.4797","66"
"28.9611","-98.4836","1"
"29.4236","-98.4853","52"
"29.5648","-98.4869","183"
"29.5181","-98.5051","159"
"29.3561","-98.5244","47"
"33.8843","-98.5247","45"
"33.8696","-98.5332","11"
"29.5047","-98.5508","111"
"29.5540","-98.5605","141"
"29.4892","-98.5907","143"
"29.6085","-98.5993","205"
"29.4626","-98.6183","31"
"36.8050","-98.6660","2"
"29.5518","-98.6715","77"
"29.7606","-98.7078","20"
"29.4839","-98.7145","378"
"29.4241","-98.7146","164"
"38.3641","-98.7633","4"
"26.3670","-98.7936","9"
"31.7368","-98.9613","18"
"40.7235","-99.0827","17"
"40.6762","-99.0865","1"
"30.0295","-99.1387","3"
"38.8887","-99.3176","10"
"27.6140","-99.4711","19"
"27.5523","-99.5006","49"
"34.9947","-99.5301","158"
"32.4865","-99.7121","30"
"32.3992","-99.7629","22"
"29.2213","-99.7643","1"
"32.4056","-99.7697","14"
"37.7780","-100.0182","21"
"44.3692","-100.3526","12"
"31.4789","-100.4535","5"
"28.7020","-100.4832","4"
"31.4341","-100.4962","23"
"40.2018","-100.6458","2"
"41.1251","-100.7607","2"
"46.8337","-100.7714","228"
"37.9750","-100.8544","18"
"29.3907","-100.9030","6"
"37.0232","-100.9216","11"
"48.2079","-101.3067","4"
"35.6730","-101.3898","1"
"36.6974","-101.4836","4"
"34.1928","-101.7510","2"
"33.5180","-101.8727","53"
"35.1140","-101.9123","52"
"33.5965","-101.9257","34"
"33.5407","-101.9270","111"
"33.5405","-101.9372","12"
"35.1696","-101.9377","25"
"31.9613","-102.1457","21"
"32.0223","-102.1505","6"
"31.9247","-102.2849","13"
"31.8973","-102.3275","12"
"46.9003","-102.7930","4"
"32.7407","-103.1559","5"
"34.4249","-103.1946","8"
"44.1080","-103.2073","21"
"44.1030","-103.2199","17"
"44.0807","-103.2270","2"
"40.2501","-103.8015","1"
"44.5033","-103.8607","16"
"32.4402","-104.2564","4"
"33.4498","-104.5200","13"
"33.3712","-104.5347","13"
"38.3111","-104.6116","110"
"39.6067","-104.7088","38"
"40.3900","-104.7160","54"
"38.8809","-104.7163","271"
"38.8459","-104.7556","17"
"39.6546","-104.7702","51"
"39.5203","-104.7728","32"
"38.9474","-104.7934","66"
"38.9881","-104.7935","167"
"39.5962","-104.7974","124"
"38.7920","-104.7980","256"
"41.1473","-104.8007","278"
"38.9940","-104.8107","74"
"38.8757","-104.8191","105"
"39.7058","-104.8206","137"
"39.9825","-104.8236","39"
"39.5553","-104.8792","13"
"39.4018","-104.8798","29"
"39.7804","-104.8919","194"
"39.5966","-104.8944","9"
"39.6182","-104.9012","36"
"39.6507","-104.9159","32"
"39.6651","-104.9386","38"
"39.6809","-104.9393","57"
"39.7565","-104.9394","163"
"39.7160","-104.9549","96"
"39.7398","-104.9569","34"
"39.5914","-104.9647","35"
"39.7186","-104.9871","74"
"40.4200","-104.9909","97"
"39.5599","-104.9919","138"
"39.7431","-104.9929","180"
"39.9619","-104.9948","59"
"39.6528","-105.0087","97"
"39.5837","-105.0249","52"
"39.7408","-105.0425","166"
"40.5208","-105.0425","171"
"39.8906","-105.0582","238"
"39.8682","-105.0625","105"
"40.5416","-105.0722","92"
"40.3945","-105.0742","42"
"39.7083","-105.0762","135"
"40.6026","-105.0775","21"
"40.5923","-105.0788","1"
"39.7978","-105.0802","165"
"40.5362","-105.0837","40"
"39.6116","-105.0858","39"
"40.1475","-105.1275","68"
"39.9299","-105.1358","73"
"39.7322","-105.1557","83"
"39.9619","-105.1670","20"
"40.0173","-105.2544","94"
"44.2995","-105.5301","10"
"41.3100","-105.5604","21"
"41.3079","-105.5690","13"
"36.3844","-105.5854","2"
"33.3470","-105.6761","1"
"39.9278","-105.7894","5"
"37.4771","-105.8825","4"
"35.6736","-105.9378","10"
"35.6831","-105.9381","119"
"32.9363","-105.9750","26"
"35.6358","-106.0144","26"
"35.6419","-106.0160","27"
"35.9782","-106.0448","13"
"39.6301","-106.0560","32"
"31.8093","-106.2449","61"
"42.8486","-106.2571","26"
"31.7263","-106.2632","63"
"31.7280","-106.3075","134"
"31.7414","-106.3280","5"
"42.8342","-106.3499","19"
"31.7783","-106.3828","75"
"31.7837","-106.4130","55"
"31.8173","-106.4269","2"
"31.8944","-106.4378","38"
"35.0674","-106.5010","78"
"31.8128","-106.5108","31"
"31.8323","-106.5573","181"
"35.0987","-106.5686","94"
"31.8894","-106.5822","61"
"39.6435","-106.5929","8"
"35.1416","-106.6024","225"
"35.0801","-106.6069","16"
"35.1984","-106.6562","87"
"35.1600","-106.6817","84"
"35.2399","-106.6996","21"
"35.0215","-106.7114","19"
"32.3092","-106.7436","40"
"34.8128","-106.7635","28"
"32.3490","-106.7666","141"
"40.4582","-106.8193","9"
"39.1900","-106.8212","12"
"39.6408","-106.8307","1"
"44.8005","-106.9548","9"
"39.3919","-107.0889","36"
"41.8034","-107.2185","3"
"32.2716","-107.7332","1"
"39.5306","-107.7858","9"
"37.9374","-107.8119","4"
"37.2394","-107.8699","11"
"38.4792","-107.8764","2"
"37.2689","-107.8821","1"
"44.0181","-107.9637","2"
"36.7648","-108.1523","14"
"36.7476","-108.1826","32"
"43.0240","-108.3875","2"
"45.7828","-108.5068","1"
"45.7697","-108.5781","10"
"39.0906","-108.5976","80"
"39.0980","-108.6065","44"
"45.7513","-108.6140","10"
"35.5278","-108.6707","6"
"44.5340","-109.0418","3"
"41.5804","-109.2616","54"
"47.0654","-109.4254","1"
"41.5103","-109.4728","10"
"48.5523","-109.6774","9"
"32.8381","-109.7322","26"
"34.1472","-109.9714","1"
"34.2285","-110.0277","7"
"31.5288","-110.2603","27"
"45.6609","-110.5613","1"
"32.2198","-110.7742","72"
"33.3960","-110.7870","8"
"43.4664","-110.7917","21"
"32.2186","-110.8659","148"
"32.2519","-110.8926","123"
"32.2250","-110.9165","121"
"32.2365","-110.9236","72"
"31.3563","-110.9300","3"
"32.4257","-110.9376","34"
"32.1830","-110.9436","84"
"31.9062","-110.9879","20"
"32.1521","-110.9880","125"
"32.3416","-111.0154","84"
"45.6711","-111.0804","32"
"32.3535","-111.0887","56"
"34.2310","-111.3289","14"
"47.4826","-111.3443","18"
"40.5067","-111.4137","1"
"40.6517","-111.5028","1"
"40.6591","-111.5081","31"
"40.7199","-111.5407","49"
"35.2227","-111.5793","100"
"39.3476","-111.5888","1"
"33.3796","-111.5986","30"
"33.2206","-111.6401","26"
"33.2587","-111.6426","57"
"40.1274","-111.6461","159"
"33.3919","-111.6583","115"
"40.2994","-111.6604","103"
"40.2171","-111.6636","247"
"32.8865","-111.6851","53"
"33.3171","-111.6885","74"
"40.2833","-111.6889","1"
"33.3920","-111.6901","4"
"40.2787","-111.6964","347"
"33.4735","-111.7075","18"
"40.3715","-111.7271","25"
"40.3076","-111.7379","516"
"33.3111","-111.7408","233"
"33.3782","-111.7417","9"
"43.8361","-111.7805","33"
"43.8252","-111.7839","9"
"33.2780","-111.7907","84"
"34.8629","-111.7970","26"
"33.3288","-111.7981","30"
"33.3842","-111.8043","103"
"39.7115","-111.8139","2"
"40.3786","-111.8184","302"
"41.7532","-111.8296","179"
"41.7114","-111.8309","172"
"41.7742","-111.8357","3"
"41.7311","-111.8357","6"
"40.6667","-111.8362","157"
"33.2343","-111.8391","70"
"33.3062","-111.8416","8"
"40.6112","-111.8561","172"
"40.7222","-111.8580","136"
"33.4355","-111.8630","205"
"40.4242","-111.8840","2"
"40.4239","-111.8852","707"
"33.5415","-111.8855","96"
"40.7632","-111.8874","148"
"40.7003","-111.8874","364"
"40.5305","-111.8894","208"
"40.5818","-111.8895","669"
"40.9199","-111.8931","387"
"33.6272","-111.8946","29"
"40.7546","-111.8962","18"
"33.2988","-111.8992","327"
"33.4335","-111.9011","290"
"40.7660","-111.9036","2"
"40.7662","-111.9036","254"
"40.9824","-111.9070","202"
"33.3479","-111.9089","7"
"40.3756","-111.9231","165"
"33.5844","-111.9231","101"
"33.3786","-111.9247","46"
"33.5047","-111.9275","230"
"33.4239","-111.9322","78"
"33.6587","-111.9325","199"
"40.5845","-111.9359","84"
"41.0353","-111.9388","4"
"40.6512","-111.9423","72"
"40.6938","-111.9567","141"
"33.3854","-111.9659","232"
"41.2871","-111.9679","112"
"33.6758","-111.9711","100"
"41.2246","-111.9716","636"
"33.3168","-111.9773","127"
"40.5400","-111.9804","528"
"41.0800","-111.9805","191"
"41.0799","-111.9805","149"
"41.1951","-111.9822","287"
"40.6192","-111.9837","409"
"43.4733","-111.9848","100"
"43.4812","-111.9926","27"
"40.7139","-112.0210","69"
"41.4780","-112.0226","39"
"33.5093","-112.0278","59"
"46.5960","-112.0325","61"
"46.5858","-112.0356","5"
"33.0269","-112.0479","27"
"33.4482","-112.0664","1"
"33.4533","-112.0716","28"
"41.0900","-112.0729","36"
"33.5211","-112.0966","61"
"33.7155","-112.1146","216"
"33.5738","-112.1220","15"
"33.6662","-112.1240","111"
"33.5240","-112.1774","9"
"33.6427","-112.2259","32"
"33.6306","-112.2389","159"
"33.5352","-112.2613","71"
"33.5547","-112.2704","45"
"33.4667","-112.2804","33"
"40.5595","-112.2971","15"
"40.5327","-112.3011","4"
"34.5858","-112.3412","31"
"33.6073","-112.3591","30"
"33.4675","-112.3814","246"
"34.5461","-112.4367","66"
"42.9120","-112.4723","134"
"45.9802","-112.5070","2"
"46.1278","-112.9531","2"
"37.6573","-113.0820","75"
"37.1754","-113.3039","31"
"37.1222","-113.5334","221"
"37.1264","-113.6044","202"
"42.5620","-113.7867","19"
"46.8647","-113.9973","8"
"46.8451","-114.0286","15"
"35.2411","-114.0397","8"
"46.8871","-114.0432","19"
"36.8045","-114.0909","8"
"47.6916","-114.1639","8"
"48.2346","-114.3268","46"
"34.4692","-114.3418","24"
"34.5690","-114.3683","7"
"42.5940","-114.4537","324"
"35.1666","-114.5728","10"
"35.1618","-114.5750","2"
"32.7047","-114.6023","39"
"32.7249","-114.6178","18"
"35.0157","-114.6433","3"
"36.0243","-114.9671","49"
"36.0612","-115.0418","144"
"36.1128","-115.0623","59"
"36.0722","-115.0789","186"
"36.1343","-115.0845","27"
"36.0211","-115.0913","127"
"36.1013","-115.1026","1"
"36.2380","-115.1223","147"
"36.2010","-115.1263","54"
"36.1238","-115.1351","24"
"36.1618","-115.1488","6"
"36.1442","-115.1741","78"
"36.2941","-115.1746","82"
"36.0117","-115.1758","219"
"36.0683","-115.1785","221"
"36.2028","-115.1941","14"
"36.1140","-115.1959","109"
"36.1023","-115.2019","191"
"36.2085","-115.2290","104"
"36.2493","-115.2436","186"
"36.1692","-115.2910","188"
"36.1472","-115.3004","1"
"36.1532","-115.3225","87"
"36.1555","-115.3327","152"
"32.6964","-115.5010","4"
"32.7619","-115.5293","32"
"32.8210","-115.5711","11"
"40.8329","-115.7601","2"
"40.8352","-115.7947","1"
"43.6150","-116.2024","2"
"43.6108","-116.2052","34"
"43.6673","-116.2750","4"
"43.5891","-116.2778","173"
"33.7088","-116.2928","46"
"43.6216","-116.3490","117"
"43.6678","-116.3523","111"
"43.5923","-116.3688","200"
"33.8014","-116.3922","17"
"33.7396","-116.4097","24"
"33.7811","-116.4631","142"
"33.8200","-116.5212","2"
"33.8228","-116.5397","27"
"43.6047","-116.6000","62"
"43.6098","-116.6057","3"
"43.6648","-116.6868","40"
"47.7473","-116.7901","13"
"47.6950","-116.8055","60"
"33.9253","-116.8774","1"
"32.7374","-116.9421","27"
"44.0218","-116.9463","8"
"33.9223","-116.9544","24"
"33.7716","-116.9553","145"
"32.8445","-116.9588","1"
"32.6257","-116.9661","5"
"32.8052","-116.9678","34"
"46.7215","-116.9831","78"
"46.3999","-116.9905","99"
"33.7459","-116.9971","72"
"46.7307","-117.0012","1"
"34.8946","-117.0024","1"
"32.7785","-117.0065","52"
"32.6382","-117.0191","10"
"32.5797","-117.0343","5"
"32.9563","-117.0391","19"
"32.6537","-117.0551","24"
"32.9812","-117.0842","160"
"32.5765","-117.0865","1"
"33.1216","-117.0870","25"
"32.6289","-117.0886","28"
"32.9152","-117.1176","141"
"32.7688","-117.1232","160"
"33.5043","-117.1496","92"
"32.7115","-117.1517","19"
"33.5251","-117.1524","171"
"32.7699","-117.1591","27"
"33.5195","-117.1595","26"
"32.7493","-117.1598","58"
"46.7124","-117.1639","158"
"32.7674","-117.1660","163"
"32.7107","-117.1686","2"
"34.4715","-117.1767","3"
"32.6885","-117.1786","19"
"34.0584","-117.1851","21"
"33.5637","-117.2022","680"
"32.8292","-117.2054","65"
"34.0738","-117.2062","309"
"34.2477","-117.2071","7"
"47.6732","-117.2119","49"
"32.9531","-117.2147","85"
"32.7386","-117.2149","96"
"33.2960","-117.2225","1"
"33.8023","-117.2283","43"
"32.8658","-117.2334","97"
"33.0828","-117.2341","45"
"34.1379","-117.2436","6"
"33.2002","-117.2443","78"
"34.4674","-117.2525","37"
"33.1053","-117.2583","45"
"33.9365","-117.2658","7"
"33.9397","-117.2722","144"
"32.8423","-117.2766","24"
"33.2449","-117.2939","19"
"34.1073","-117.2950","43"
"33.6534","-117.2958","41"
"34.4269","-117.3221","8"
"33.1787","-117.3268","97"
"33.9149","-117.3302","631"
"34.4747","-117.3483","37"
"33.1951","-117.3799","7"
"33.9557","-117.3922","203"
"34.1354","-117.3981","99"
"47.7721","-117.4010","149"
"47.6590","-117.4119","9"
"47.7022","-117.4125","116"
"47.6592","-117.4239","68"
"34.0064","-117.4246","5"
"47.6936","-117.4257","1"
"33.9095","-117.4375","5"
"34.0684","-117.4388","8"
"33.9128","-117.4576","113"
"33.9764","-117.4592","20"
"33.8139","-117.5097","99"
"33.8229","-117.5160","82"
"34.1129","-117.5323","122"
"34.0759","-117.5486","196"
"33.9759","-117.5516","28"
"34.0748","-117.5523","207"
